Name,Date,sitio,habitat,transepto,cuadrante,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,386,1454,SINV_SPO_C,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,498,952,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,456,1124,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,456,1143,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,508,1287,GORSPP,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,620,724,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,677,714,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,743,831,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,864,759,GORSPP,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1017,1048,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,872,1008,Turf_sand,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,994,995,SINV_SPO_C,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,999,1576,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1032,759,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1148,971,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1066,884,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1023,849,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1190,1337,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1198,1144,GORSPP,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1023,1151,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 103.jpg,2021-03-07,6,Inside ZRP,1,2,,,-86.313,16.394,4 m,GO PRO,,,,,,,1088,1171,OctoThnSft,arlenerodriguez,2021-06-01 16:20:45+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,274,369,Turf_sand,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,365,443,OctoThnSft,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,248,992,Turf_sand,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,381,1064,OctoThnSft,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,314,1290,OctoThnSft,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,315,1173,Turf_sand,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,232,1460,OctoThnSft,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,330,1598,Pseudopter,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,430,323,MAL_turf,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,441,1176,OctoThnSft,arlenerodriguez,2021-06-01 16:29:57+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,543,1332,Paly,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,647,537,OctoThnSft,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,639,528,BrownM,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,767,449,GORSPP,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,802,1541,MAL_turf,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,622,1620,Paly,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,835,501,PorAstr,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,914,667,Turf_sand,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,922,964,Pseudopter,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,878,969,Pseudopter,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,984,1589,MAL_turf,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,1035,328,Pseudopter,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,1100,596,Pseudopter,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,1116,1213,Unk,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 104.jpg,2021-03-07,6,Inside ZRP,1,3,,,-86.313,16.394,4 m,GO PRO,,,,,,,1137,1562,MAL_turf,arlenerodriguez,2021-06-01 16:37:47+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,364,538,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,366,792,Psebip,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,349,730,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,283,812,Psebip,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,317,1043,Psebip,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,352,1630,MAL_turf,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,249,1551,MAL_turf,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,475,321,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,572,693,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,540,989,Psebip,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,485,1226,Psebip,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,486,1430,Siderastr,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,622,321,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,771,559,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,699,665,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,786,705,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,626,1206,OctoThnSft,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,876,680,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,967,681,Pseudopter,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,907,935,PorAstr,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,838,1230,Unk,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,990,1460,GORSPP,arlenerodriguez,2021-06-01 16:47:36+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,1153,324,CoNat,arlenerodriguez,2021-06-01 16:53:14+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,1110,295,CoNat,arlenerodriguez,2021-06-01 16:53:14+00:00,,,,,,,,,,
CBPR6-1.-MP4 105.jpg,2021-03-07,6,Inside ZRP,1,4,,,-86.313,16.394,4 m,GO PRO,,,,,,,1028,1281,Pseudopter,arlenerodriguez,2021-06-01 16:53:14+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,346,1485,GORSPP,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,240,1426,Pseudopter,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,558,463,CoNat,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,463,321,CoNat,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,468,1062,MAL_turf,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,459,829,Siderastr,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,437,903,Siderastr,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,443,1060,MAL_turf,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,421,926,Siderastr,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,491,1521,Turf_sand,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,698,1456,Turf_sand,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,940,728,GORSPP,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,977,820,Pseudopter,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,962,777,GORSPP,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,829,678,GORSPP,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,960,796,GORSPP,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,831,969,AG,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,980,850,Pseudopter,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,829,1491,Turf_sand,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,883,1541,Turf_sand,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,1030,495,OctoThnSft,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,1154,815,Unk,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,1059,591,OctoThnSft,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,1142,937,MAL_turf,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 106.jpg,2021-03-07,6,Inside ZRP,1,5,,,-86.313,16.394,4 m,GO PRO,,,,,,,1186,844,MAL_turf,arlenerodriguez,2021-06-01 17:01:10+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,408,456,OctoThnSft,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,283,521,OctoThnSft,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,220,448,OctoThnSft,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,299,393,OctoThnSft,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,406,809,OctoThnSft,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,323,902,SINV_SPO_C,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,410,1160,MAL_turf,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,479,1026,MAL_turf,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,454,1149,MAL_turf,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,552,1601,Unk,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,815,561,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,721,1013,MAL_turf,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,742,1601,Turf_sand,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,718,1481,Turf_sand,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,994,288,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,1014,384,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,1002,719,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,853,911,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,965,912,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,991,932,Unk,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,963,857,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,987,1476,MAL_turf,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,1108,431,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
CBPR6-1.-MP4 107.jpg,2021-03-07,6,Inside ZRP,1,6,,,-86.313,16.394,4 m,GO PRO,,,,,,,1086,791,Pseudopter,arlenerodriguez,2021-06-01 17:20:09+00:00,,,,,,,,,,
