country,site_code,site_type,data_collection_date,Year,sampling_loc_name,transect_id,inside_or_outside_NTZ,Latitud_decimal_degree,Longitud_decimal_degree,Reef_zone,Water_depth_m,species_scientific_name,Family_name,trophic_group,length_cm,n_individuals,transect_area_sq_m,count_ha,weight_kg,biomass_kg_ha,indicator_species,repeat_sampling_loc,Year_number,notes,information_source
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ3 TMW,3,TURF,3.191283333,106.32225,Fringing,10,Caesio caerulaurea,CAESIONIDAE,planktivore,15,9,1000,90,0.065874746,5.92872714,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ3 TMW,3,TURF,3.191283333,106.32225,Fringing,10,Pterocaesio digramma,CAESIONIDAE,planktivore,10,3,1000,30,0.015130354,0.45391062,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ3 TMW,3,TURF,3.191283333,106.32225,Fringing,10,Naso annulatus,ACANTHURIDAE,Herbivore,20,5,1000,50,0.174029716,8.7014858,NA,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Siganus vulpinus,SIGANIDAE,Herbivore,12,1,1000,10,0.033929062,0.33929062,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,1,TURF,3.185266667,106.306,Fringing,10,Cephalopholis boenak,SERRANIDAE,carnivore,15,2,1000,20,0.051876703,1.03753406,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,1,TURF,3.185266667,106.306,Fringing,10,Plectropomus leopardus,SERRANIDAE,carnivore,25,2,1000,20,0.223654908,4.47309816,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Scarus rivulatus,SCARIDAE,Herbivore,13,2,1000,20,0.046483617,0.92967234,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Scarus rivulatus,SCARIDAE,Herbivore,20,1,1000,10,0.174744798,1.74744798,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,1,TURF,3.185266667,106.306,Fringing,10,Lutjanus decussatus,LUTJANIDAE,carnivore,15,3,1000,30,0.059468629,1.78405887,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Lutjanus carponotatus,LUTJANIDAE,carnivore,12,3,1000,30,0.030063118,0.90189354,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Lutjanus carponotatus,LUTJANIDAE,carnivore,10,2,1000,20,0.017217772,0.34435544,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Lutjanus carponotatus,LUTJANIDAE,carnivore,15,1,1000,10,0.059468629,0.59468629,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Lethrinus erythropterus,LETHRINIDAE,carnivore,15,1,1000,10,0.06256474,0.6256474,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Lethrinus harak,LETHRINIDAE,carnivore,15,1,1000,10,0.064286315,0.64286315,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Hemigymnus melapterus,LABRIDAE,benthic invertivore,15,3,1000,30,0.066302532,1.98907596,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Hemigymnus melapterus,LABRIDAE,benthic invertivore,8,1,1000,10,0.010557167,0.10557167,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,1,TURF,3.185266667,106.306,fringing,2,Platax sp,EPHIPPIDAE,Herbivore,30,20,1000,200,1.012484886,202.4969772,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,1,TURF,3.185266667,106.306,Fringing,10,Chaetodon octofasciatus,CHAETODONTIDAE,coralivore,10,1,1000,10,0.029323278,0.29323278,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,1,TURF,3.185266667,106.306,Fringing,10,Caesio cuning,CAESIONIDAE,planktivore,15,15,1000,150,0.069785804,10.4678706,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Siganus virgatus,SIGANIDAE,Herbivore,12,300,1000,3000,0.033929062,101.787186,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,2,TURF,3.185266667,106.306,Fringing,10,Siganus vulpinus,SIGANIDAE,Herbivore,15,4,1000,40,0.068096519,2.72386076,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,2,TURF,3.185266667,106.306,Fringing,10,Siganus virgatus,SIGANIDAE,Herbivore,10,2,1000,20,0.019202952,0.38405904,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,2,TURF,3.185266667,106.306,Fringing,10,Cephalopholis miniata,SERRANIDAE,carnivore,20,1,1000,10,0.120445668,1.20445668,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Epinephelus sp,SERRANIDAE,benthic invertivore,15,1,1000,10,0.04752985,0.4752985,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,2,TURF,3.185266667,106.306,Fringing,10,Chaetodontoplus mesoleucus,POMACANTHIDAE,Herbivore,10,1,1000,10,0.030507937,0.30507937,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Thalassoma lunare,LABRIDAE,benthic invertivore,12,2,1000,20,0.024017276,0.48034552,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Choerodon anchorago,LABRIDAE,benthic invertivore,10,1,1000,10,0.019997557,0.19997557,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Hemigymnus melapterus,LABRIDAE,benthic invertivore,10,1,1000,10,0.020268209,0.20268209,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Cheilinus diagramma,LABRIDAE,benthic invertivore,12,1,1000,10,0.03093627,0.3093627,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Cheilinus fasciatus,LABRIDAE,benthic invertivore,12,1,1000,10,0.03093627,0.3093627,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,2,TURF,3.185266667,106.306,fringing,2,Choerodon anchorago,LABRIDAE,benthic invertivore,12,1,1000,10,0.035333023,0.35333023,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,2,TURF,3.185266667,106.306,Fringing,10,Chaetodon octofasciatus,CHAETODONTIDAE,coralivore,10,1,1000,10,0.029323278,0.29323278,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Siganus virgatus,SIGANIDAE,Herbivore,8,8,1000,80,0.009567863,0.76542904,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Siganus virgatus,SIGANIDAE,Herbivore,10,2,1000,20,0.019202952,0.38405904,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Siganus vulpinus,SIGANIDAE,Herbivore,15,2,1000,20,0.068096519,1.36193038,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Siganus vulpinus,SIGANIDAE,Herbivore,12,2,1000,20,0.033929062,0.67858124,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Cephalopholis argus,SERRANIDAE,carnivore,20,1,1000,10,0.12795562,1.2795562,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Scarus rivulatus,SCARIDAE,Herbivore,12,3,1000,30,0.036344709,1.09034127,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Scarus rivulatus,SCARIDAE,Herbivore,5,2,1000,20,0.002464177,0.04928354,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Scarus rivulatus,SCARIDAE,Herbivore,15,1,1000,10,0.072167653,0.72167653,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Chaetodontoplus mesoleucus,POMACANTHIDAE,Herbivore,10,2,1000,20,0.030507937,0.61015874,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Lutjanus ehrenbergii,LUTJANIDAE,carnivore,20,5,1000,50,0.143293221,7.16466105,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Lutjanus gibbus,LUTJANIDAE,carnivore,20,2,1000,20,0.158454078,3.16908156,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Lutjanus carponotatus,LUTJANIDAE,carnivore,15,1,1000,10,0.059468629,0.59468629,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/20/17,2017,UZ4 DEKIL,3,TURF,3.185266667,106.306,fringing,2,Cheilinus fasciatus,LABRIDAE,benthic invertivore,7,1,1000,10,0.005951706,0.05951706,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Chaetodon octofasciatus,CHAETODONTIDAE,coralivore,10,3,1000,30,0.029323278,0.87969834,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ4 DEKIL,3,TURF,3.185266667,106.306,Fringing,10,Acanthurus leucosternon,ACANTHURIDAE,Herbivore,20,3,1000,30,0.212877866,6.38633598,NA,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Siganus vulpinus,SIGANIDAE,Herbivore,15,5,1000,50,0.068096519,3.40482595,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Siganus virgatus,SIGANIDAE,Herbivore,15,4,1000,40,0.068096519,2.72386076,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Cephalopholis boenak,SERRANIDAE,carnivore,15,4,1000,40,0.051876703,2.07506812,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Epinephelus quoyanus,SERRANIDAE,benthic invertivore,15,1,1000,10,0.04752985,0.4752985,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Cephalopholis microprion,SERRANIDAE,carnivore,12,1,1000,10,0.026053876,0.26053876,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Scarus rivulatus,SCARIDAE,Herbivore,10,14,1000,140,0.020750953,2.90513342,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Chlorurus sordidus,SCARIDAE,Herbivore,15,7,1000,70,0.07540866,5.2786062,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Chlorurus bowersi,SCARIDAE,Herbivore,15,5,1000,50,0.07540866,3.770433,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Scarus quoyi,SCARIDAE,Herbivore,15,5,1000,50,0.07010381,3.5051905,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Chlorurus bowersi,SCARIDAE,Herbivore,15,3,1000,30,0.07540866,2.2622598,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Chlorurus bowersi,SCARIDAE,Herbivore,20,1,1000,10,0.177159453,1.77159453,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Chaetodontoplus mesoleucus,POMACANTHIDAE,Herbivore,10,12,1000,120,0.030507937,3.66095244,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Lutjanus ehrenbergii,LUTJANIDAE,carnivore,20,5,1000,50,0.143293221,7.16466105,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Lutjanus decussatus,LUTJANIDAE,carnivore,20,1,1000,10,0.143293221,1.43293221,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Lethrinus erythropterus,LETHRINIDAE,carnivore,15,5,1000,50,0.06256474,3.128237,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Cheilinus diagramma,LABRIDAE,benthic invertivore,10,4,1000,40,0.017714614,0.70858456,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,12,4,1000,40,0.03093627,1.2374508,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,10,2,1000,20,0.017714614,0.35429228,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Hemigymnus melapterus,LABRIDAE,benthic invertivore,15,2,1000,20,0.066302532,1.32605064,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Thalassoma lunare,LABRIDAE,benthic invertivore,15,2,1000,20,0.045182775,0.9036555,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,5,1,1000,10,0.002127071,0.02127071,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Platax pinnatus,EPHIPPIDAE,Herbivore,15,1,1000,10,0.130932974,1.30932974,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Chaetodon adiergastos,CHAETODONTIDAE,coralivore,15,5,1000,50,0.091776886,4.5888443,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,1,TURF,3.17762,106.31415,fringing,9,Caesio cuning,CAESIONIDAE,planktivore,12,100,1000,1000,0.034778507,34.778507,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Caesio cuning,CAESIONIDAE,planktivore,15,50,1000,500,0.069785804,34.892902,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Pterocaesio digramma,CAESIONIDAE,planktivore,15,40,1000,400,0.058636763,23.4547052,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,1,TURF,3.177616667,106.31415,Fringing,10,Caesio caerulaurea,CAESIONIDAE,planktivore,10,35,1000,350,0.0195898,6.85643,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Siganus virgatus,SIGANIDAE,Herbivore,15,4,1000,40,0.068096519,2.72386076,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Cephalopholis microprion,SERRANIDAE,carnivore,15,3,1000,30,0.052139344,1.56418032,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Scarus rivulatus,SCARIDAE,Herbivore,12,4,1000,40,0.036344709,1.45378836,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Scarus quoyi,SCARIDAE,Herbivore,12,1,1000,10,0.036247297,0.36247297,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Pomacanthus annularis,POMACANTHIDAE,Herbivore,20,1,1000,10,0.234116394,2.34116394,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Cheilinus diagramma,LABRIDAE,benthic invertivore,8,3,1000,30,0.008953253,0.26859759,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Thalassoma lunare,LABRIDAE,benthic invertivore,15,3,1000,30,0.045182775,1.35548325,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,10,1,1000,10,0.017714614,0.17714614,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,12,1,1000,10,0.03093627,0.3093627,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Platax sp,EPHIPPIDAE,Herbivore,30,1,1000,10,1.012484886,10.12484886,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Chaetodon bennetti,CHAETODONTIDAE,coralivore,10,8,1000,80,0.029466681,2.35733448,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Pterocaesio digramma,CAESIONIDAE,planktivore,15,30,1000,300,0.058636763,17.5910289,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Caesio cuning,CAESIONIDAE,planktivore,10,20,1000,200,0.019687305,3.937461,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Caesio caerulaurea,CAESIONIDAE,planktivore,10,10,1000,100,0.0195898,1.95898,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,2,TURF,3.177616667,106.31415,Fringing,10,Caesio teres,CAESIONIDAE,planktivore,10,10,1000,100,0.016652634,1.6652634,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,2,TURF,3.17762,106.31415,fringing,9,Caesio cuning,CAESIONIDAE,planktivore,12,8,1000,80,0.034778507,2.78228056,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Sphyraena flavicauda,SPHYRAENIDAE,carnivore,20,20,1000,200,0.045136528,9.0273056,NA,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Siganus vulpinus,SIGANIDAE,Herbivore,15,3,1000,30,0.068096519,2.04289557,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Siganus virgatus,SIGANIDAE,Herbivore,15,2,1000,20,0.068096519,1.36193038,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Siganus virgatus,SIGANIDAE,Herbivore,10,1,1000,10,0.019202952,0.19202952,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Plectropomus leopardus,SERRANIDAE,carnivore,25,5,1000,50,0.223654908,11.1827454,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Cephalopholis boenak,SERRANIDAE,carnivore,15,3,1000,30,0.051876703,1.55630109,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Epinephelus merra,SERRANIDAE,benthic invertivore,20,1,1000,10,0.114159499,1.14159499,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Scarus quoyi,SCARIDAE,Herbivore,10,1,1000,10,0.021145398,0.21145398,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Scarus rivulatus,SCARIDAE,Herbivore,12,1,1000,10,0.036344709,0.36344709,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Pomacanthus xanthometopon,POMACANTHIDAE,Herbivore,15,2,1000,20,0.106929788,2.13859576,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Lutjanus ehrenbergii,LUTJANIDAE,carnivore,20,3,1000,30,0.143293221,4.29879663,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Lutjanus decussatus,LUTJANIDAE,carnivore,20,2,1000,20,0.143293221,2.86586442,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,8,3,1000,30,0.008953253,0.26859759,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Cheilinus fasciatus,LABRIDAE,benthic invertivore,10,3,1000,30,0.017714614,0.53143842,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,7/18/17,2017,UZ5 MSB,3,TURF,3.17762,106.31415,fringing,9,Hemigymnus melapterus,LABRIDAE,benthic invertivore,15,2,1000,20,0.066302532,1.32605064,TARGET,YES,2,,
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Chaetodon bennetti,CHAETODONTIDAE,coralivore,15,2,1000,20,0.094919296,1.89838592,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Caesio lunaris,CAESIONIDAE,planktivore,10,40,1000,400,0.016652634,6.6610536,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Caesio caerulaurea,CAESIONIDAE,planktivore,15,40,1000,400,0.065874746,26.3498984,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Caesio teres,CAESIONIDAE,planktivore,10,20,1000,200,0.016652634,3.3305268,TARGET,YES,2,,Raymond Jakub
Indonesia,ANAMBAS,cohort,10/2/15,2015,UZ5 MSB,3,TURF,3.177616667,106.31415,Fringing,10,Pterocaesio digramma,CAESIONIDAE,planktivore,10,10,1000,100,0.015130354,1.5130354,TARGET,YES,2,,Raymond Jakub
Indonesia,GILIMAT,cohort,9/16/15,2015,West Meno,1,NA,,,fringing,10,Pomacentrus bankanensis,POMACENTRIDAE,Herbivore,5,19,1000,190,0.003637838,0.69118922,TARGET,NO,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,West Meno,1,NA,,,fringing,10,Chaetodon triangulum,CHAETODONTIDAE,coralivore,15,18,1000,180,0.091776886,16.51983948,TARGET,NO,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,West Meno,1,NA,,,fringing,10,Pterocaesio digramma,CAESIONIDAE,planktivore,15,17,1000,170,0.058636763,9.96824971,TARGET,NO,2,,
